"chrom","len","n_mappable","sample","median_coverage","variance","p.uncovered","n.telomeres","mean_cov","high_cov","weird"
"scf_8254626",31828,31017,"TtM50",60,1853.641,0.0496407,0,64.7847788728956,FALSE,FALSE
"scf_8254626",31828,31017,"TtM25",26,78.1331,0.0459531,0,27.9648943290558,FALSE,FALSE
"scf_8254627",206733,189493,"TtM40",8,66.99174,0.05476607,0,9.23352054467771,FALSE,FALSE
"scf_8254627",206733,189493,"TtM44",66,4945.289,0.1456281,0,84.2778824133811,FALSE,FALSE
"scf_8254627",206733,189493,"TtM50",67,2052.865,0.02547777,0,75.0066359589557,FALSE,FALSE
"scf_8254627",206733,189493,"TtM29",26,75.00197,0.01841836,0,28.8977185479852,FALSE,FALSE
"scf_8254627",206733,189493,"TtM20",30,88.90421,0.01795355,0,33.3277396610725,FALSE,FALSE
"scf_8254627",206733,189493,"TtM25",27,71.63174,0.01844742,0,30.0100577175523,FALSE,FALSE
"scf_8254627",206733,189493,"TtM51",37,90.83366,0.008013247,0,40.6923233569019,FALSE,TRUE
"scf_8254627",206733,189493,"TtM28",30,388.376,0.0275646,0,33.6571338524702,FALSE,FALSE
"scf_8254627",206733,189493,"TtM19",43,156.6269,0.01685929,0,47.7165912527163,FALSE,FALSE
"scf_8254627",206733,189493,"TtM531",43,797.8997,0.02870728,0,48.2986461619678,FALSE,FALSE
"scf_8254627",206733,189493,"TtM47",38,257.5635,0.006846364,0,41.7430131956562,FALSE,TRUE
"scf_8254627",206733,189493,"TtM0",23,801.6636,0.02596195,0,25.7613458966225,FALSE,FALSE
"scf_8254628",16361,12738,"TtM0",17,754.1337,0.08990837,0,23.9923286181302,FALSE,FALSE
"scf_8254628",16361,12738,"TtM44",49,4544.069,0.1608142,0,74.9974597589935,FALSE,FALSE
"scf_8254628",16361,12738,"TtM25",24,88.56352,0.03370026,0,31.9012704636418,FALSE,FALSE
"scf_8254628",16361,12738,"TtM29",23,83.02967,0.04052641,0,30.7895549248432,FALSE,FALSE
"scf_8254628",16361,12738,"TtM19",38,192.1933,0.03812804,0,50.7428588987257,FALSE,FALSE
"scf_8254628",16361,12738,"TtM20",26,107.198,0.04040342,0,34.8011228505809,FALSE,FALSE
"scf_8254628",16361,12738,"TtM28",21,314.1592,0.07158231,0,29.0525654302762,FALSE,FALSE
"scf_8254628",16361,12738,"TtM47",28,251.1658,0.03966546,0,37.4493325841096,FALSE,TRUE
"scf_8254628",16361,12738,"TtM531",32,732.4239,0.07398069,0,44.3852362066284,FALSE,FALSE
"scf_8254628",16361,12738,"TtM51",36,154.9889,0.03437673,0,47.8854284777439,FALSE,TRUE
"scf_8254628",16361,12738,"TtM50",51,1930.711,0.06617059,0,70.1473434839768,FALSE,FALSE
"scf_8254628",16361,12738,"TtM40",6,59.13152,0.1288359,0,8.84626368174686,FALSE,FALSE
"scf_8254629",113100,104803,"TtM40",10,59.51964,0.0857206,0,11.8034769358327,FALSE,FALSE
"scf_8254629",113100,104803,"TtM531",53,868.8618,0.07430592,0,61.7870234162854,FALSE,FALSE
"scf_8254629",113100,104803,"TtM44",123,6019.651,0.05656057,0,140.695425961713,FALSE,FALSE
"scf_8254629",113100,104803,"TtM51",43,162.502,0.05143236,0,48.920292058951,FALSE,TRUE
"scf_8254629",113100,104803,"TtM20",30,109.5166,0.07114943,0,34.8549362815386,FALSE,FALSE
"scf_8254629",113100,104803,"TtM28",41,511.3798,0.06308576,0,47.2251022935765,FALSE,FALSE
"scf_8254629",113100,104803,"TtM29",28,97.37435,0.06980548,0,32.4842725049159,FALSE,FALSE
"scf_8254629",113100,104803,"TtM25",27,91.95849,0.07106985,0,31.3667552820616,FALSE,FALSE
"scf_8254629",113100,104803,"TtM19",51,259.2981,0.05248453,0,58.0861720760247,FALSE,FALSE
"scf_8254629",113100,104803,"TtM0",28,641.9321,0.06041556,0,32.1596346042719,FALSE,FALSE
"scf_8254629",113100,104803,"TtM47",42,313.474,0.05176835,0,47.7995418159573,FALSE,TRUE
"scf_8254629",113100,104803,"TtM50",83,1846.547,0.07022989,0,96.3366194141234,FALSE,FALSE
"scf_8254630",348414,332832,"TtM47",40,288.0113,0.002109559,1,41.9611760519298,TRUE,TRUE
"scf_8254630",348414,332832,"TtM28",66,1314.932,0.006420523,1,69.5363428730616,TRUE,FALSE
"scf_8254630",348414,332832,"TtM29",59,175.1987,0.002362132,1,61.9084041235741,TRUE,FALSE
"scf_8254630",348414,332832,"TtM40",19,318.7348,0.01762271,1,20.2463066158482,TRUE,FALSE
"scf_8254630",348414,332832,"TtM531",93,2927.243,0.006446354,1,97.9855760150499,TRUE,FALSE
"scf_8254630",348414,332832,"TtM51",44,84.50831,0.001724959,1,46.1395108874337,TRUE,TRUE
"scf_8254630",348414,332832,"TtM0",25,695.1229,0.0115667,1,26.4766578555041,TRUE,FALSE
"scf_8254630",348414,332832,"TtM25",53,138.373,0.008377964,1,55.9500170585399,TRUE,FALSE
"scf_8254630",348414,332832,"TtM44",210,26438.01,0.004012468,1,220.717066662567,TRUE,FALSE
"scf_8254630",348414,332832,"TtM19",99,368.839,0.001638855,1,103.804946031292,TRUE,FALSE
"scf_8254630",348414,332832,"TtM50",148,7037.464,0.01110748,1,156.669027043256,TRUE,FALSE
"scf_8254630",348414,332832,"TtM20",62,226.5416,0.008590355,1,65.4649849979776,TRUE,FALSE
"scf_8254631",114510,107651,"TtM531",48,895.4376,0.01409484,1,51.7882748201801,FALSE,FALSE
"scf_8254631",114510,107651,"TtM51",44,118.7816,0.006733036,1,47.1207323455498,FALSE,TRUE
"scf_8254631",114510,107651,"TtM44",113,14044.2,0.01061916,1,121.489933397737,FALSE,FALSE
"scf_8254631",114510,107651,"TtM40",9,129.3824,0.03484412,1,9.91905720181057,FALSE,FALSE
"scf_8254631",114510,107651,"TtM29",30,74.35702,0.009073443,1,32.203652614334,FALSE,FALSE
"scf_8254631",114510,107651,"TtM19",52,159.6447,0.007091084,1,55.7082196521503,FALSE,FALSE
"scf_8254631",114510,107651,"TtM20",34,92.00616,0.01101214,1,36.5690183723174,FALSE,FALSE
"scf_8254631",114510,107651,"TtM47",45,248.0937,0.009457689,1,48.3242173306003,FALSE,TRUE
"scf_8254631",114510,107651,"TtM25",27,58.38653,0.01021745,1,29.0167867145682,FALSE,FALSE
"scf_8254631",114510,107651,"TtM28",34,391.112,0.01455768,1,36.7005906772289,FALSE,FALSE
"scf_8254631",114510,107651,"TtM50",70,1817.306,0.01502926,1,75.5962159361953,FALSE,FALSE
"scf_8254631",114510,107651,"TtM0",25,800.0387,0.01570169,1,27.017092856692,FALSE,FALSE
"scf_8254632",79368,79147,"TtM28",54,699.0911,0.0135697,2,54.8957009134453,FALSE,FALSE
"scf_8254632",79368,79147,"TtM531",63,1027.853,0.01311612,2,64.015548794069,FALSE,FALSE
"scf_8254632",79368,79147,"TtM20",47,115.9505,0.01280113,2,47.7423933968983,FALSE,FALSE
"scf_8254632",79368,79147,"TtM47",46,304.822,0,2,46.1284445399068,FALSE,TRUE
"scf_8254632",79368,79147,"TtM40",23,287.2687,0.01791654,2,23.4849920697711,FALSE,FALSE
"scf_8254632",79368,79147,"TtM0",40,1328.702,0.0002015926,2,40.1197787547773,FALSE,FALSE
"scf_8254632",79368,79147,"TtM44",209,16805.65,0.01280113,2,212.301281275569,FALSE,FALSE
"scf_8254632",79368,79147,"TtM25",38,79.92528,0.01315392,2,38.6140322501493,FALSE,FALSE
"scf_8254632",79368,79147,"TtM50",105,2735.675,0.0135319,2,106.737550483082,FALSE,FALSE
"scf_8254632",79368,79147,"TtM19",50,117.208,0.01299012,2,50.7995053001227,FALSE,FALSE
"scf_8254632",79368,79147,"TtM29",39,85.63415,0.01314132,2,39.6296850037941,FALSE,FALSE
"scf_8254632",79368,79147,"TtM51",50,75.98189,3.779861e-05,2,50.1415089096735,FALSE,TRUE
"scf_8254633",14476,3611,"TtM40",0,26.48504,0.5354062,0,0,FALSE,FALSE
"scf_8254633",14476,3611,"TtM29",6,94.81579,0.3318726,0,36.0008747834558,FALSE,FALSE
"scf_8254633",14476,3611,"TtM50",3,1089.957,0.4189622,0,20.6984561648105,FALSE,FALSE
"scf_8254633",14476,3611,"TtM20",5,54.12181,0.3823038,0,32.4501090595397,FALSE,FALSE
"scf_8254633",14476,3611,"TtM47",17,208.2081,0.1515721,0,80.3258011544116,FALSE,TRUE
"scf_8254633",14476,3611,"TtM25",6,102.3311,0.3445326,0,36.6962123010174,FALSE,FALSE
"scf_8254633",14476,3611,"TtM0",3,636.2939,0.2646772,0,16.3555181933675,FALSE,FALSE
"scf_8254633",14476,3611,"TtM44",0,0.3224287,0.970089,0,0,FALSE,FALSE
"scf_8254633",14476,3611,"TtM51",17,184.0947,0.1350167,0,78.7884006422495,FALSE,TRUE
"scf_8254633",14476,3611,"TtM531",1,466.4172,0.4641764,0,7.48168205195264,FALSE,FALSE
"scf_8254633",14476,3611,"TtM28",1,183.8944,0.4762799,0,7.65458841685215,FALSE,FALSE
"scf_8254633",14476,3611,"TtM19",10,223.5304,0.3024485,0,57.4704779666111,FALSE,FALSE
"scf_8254634",161471,154493,"TtM40",15,165.3844,0.02674178,1,16.1082702432652,FALSE,FALSE
"scf_8254634",161471,154493,"TtM19",47,130.6362,0.01246502,1,49.7428997022631,FALSE,FALSE
"scf_8254634",161471,154493,"TtM25",27,54.65788,0.01288073,1,28.5877425568146,FALSE,FALSE
"scf_8254634",161471,154493,"TtM29",28,63.0409,0.01126754,1,29.5981773052945,FALSE,FALSE
"scf_8254634",161471,154493,"TtM20",33,92.58746,0.01398515,1,34.9797106334924,FALSE,FALSE
"scf_8254634",161471,154493,"TtM28",39,415.4971,0.01466765,1,41.3682923361058,FALSE,FALSE
"scf_8254634",161471,154493,"TtM0",36,907.9199,0.01390449,1,38.1565629663746,FALSE,FALSE
"scf_8254634",161471,154493,"TtM44",115,8127.326,0.03229489,1,124.205416171842,FALSE,FALSE
"scf_8254634",161471,154493,"TtM50",98,2488.175,0.008587153,1,103.313544518785,FALSE,FALSE
"scf_8254634",161471,154493,"TtM47",45,416.2041,0.01274423,1,47.6396499285265,FALSE,TRUE
"scf_8254634",161471,154493,"TtM531",58,983.1052,0.009772229,1,61.2179271096797,FALSE,FALSE
"scf_8254634",161471,154493,"TtM51",37,83.72512,0.01098833,1,39.1008353957275,FALSE,TRUE
"scf_8254635",19815,18345,"TtM47",32,229.1754,0.02886702,0,35.5916101488174,FALSE,TRUE
"scf_8254635",19815,18345,"TtM531",36,447.7549,0.02593994,0,39.9202383168977,FALSE,FALSE
"scf_8254635",19815,18345,"TtM44",0,1244.569,0.5377744,0,0,FALSE,FALSE
"scf_8254635",19815,18345,"TtM51",33,115.1241,0.02225587,0,36.4556699027765,FALSE,TRUE
"scf_8254635",19815,18345,"TtM40",7,33.31728,0.07433762,0,8.1681139303368,FALSE,FALSE
"scf_8254635",19815,18345,"TtM19",37,162.3817,0.02230633,0,40.8766485682676,FALSE,FALSE
"scf_8254635",19815,18345,"TtM25",23,81.22896,0.03290437,0,25.6882651762953,FALSE,FALSE
"scf_8254635",19815,18345,"TtM50",61,1271.299,0.03033056,0,67.9489088323999,FALSE,FALSE
"scf_8254635",19815,18345,"TtM29",22,76.22345,0.0238708,0,24.3439886527708,FALSE,FALSE
"scf_8254635",19815,18345,"TtM0",18,244.5099,0.03658844,0,20.1807365328748,FALSE,FALSE
"scf_8254635",19815,18345,"TtM28",23,194.6766,0.03492304,0,25.7419978136007,FALSE,FALSE
"scf_8254635",19815,18345,"TtM20",26,114.1125,0.03012869,0,28.9558018494131,FALSE,FALSE
"scf_8254636",516068,504386,"TtM0",28,890.2349,0.006554002,0,28.8375043902485,FALSE,FALSE
"scf_8254636",516068,504386,"TtM19",52,108.8892,7.94777e-05,0,53.2085922214439,FALSE,FALSE
"scf_8254636",516068,504386,"TtM531",51,870.0897,0.006864159,0,52.5418581603103,FALSE,FALSE
"scf_8254636",516068,504386,"TtM25",28,44.90765,0.003733513,0,28.755863719824,FALSE,FALSE
"scf_8254636",516068,504386,"TtM44",118,7937.842,0.001669032,0,120.934822402732,FALSE,FALSE
"scf_8254636",516068,504386,"TtM50",85,2311.138,0.005464576,0,87.4465290233551,FALSE,FALSE
"scf_8254636",516068,504386,"TtM40",10,82.42993,0.0276815,0,10.5228979307852,FALSE,FALSE
"scf_8254636",516068,504386,"TtM29",28,48.31923,0.003741267,0,28.7560875301253,FALSE,FALSE
"scf_8254636",516068,504386,"TtM20",31,53.19791,0.004064993,0,31.8474454712224,FALSE,FALSE
"scf_8254636",516068,504386,"TtM47",41,310.977,0.002690611,0,42.062768708205,FALSE,TRUE
"scf_8254636",516068,504386,"TtM51",44,67.30318,6.396985e-05,0,45.0219567073598,FALSE,TRUE
"scf_8254636",516068,504386,"TtM28",40,483.8085,0.004415858,0,41.1079602419549,FALSE,FALSE
"scf_8254637",226025,220194,"TtM50",81,1867.83,0.004804778,1,83.5463986003366,FALSE,FALSE
"scf_8254637",226025,220194,"TtM0",27,781.3726,0.008268997,1,27.9460782715097,FALSE,FALSE
"scf_8254637",226025,220194,"TtM29",30,48.66997,0.00199093,1,30.8558676883466,FALSE,FALSE
"scf_8254637",226025,220194,"TtM20",31,49.49962,0.003225307,1,31.9238813274588,FALSE,FALSE
"scf_8254637",226025,220194,"TtM25",28,41.09242,0.003335914,1,28.837673426488,FALSE,FALSE
"scf_8254637",226025,220194,"TtM51",43,67.73389,0.002389116,1,44.2443963310068,FALSE,TRUE
"scf_8254637",226025,220194,"TtM28",38,412.314,0.005388784,1,39.2176206532346,FALSE,FALSE
"scf_8254637",226025,220194,"TtM19",54,102.3774,0.002070567,1,55.5449941000404,FALSE,FALSE
"scf_8254637",226025,220194,"TtM44",125,7245.352,0.003349187,1,128.741328014189,FALSE,FALSE
"scf_8254637",226025,220194,"TtM531",49,800.4299,0.006760314,1,50.6399202608584,FALSE,FALSE
"scf_8254637",226025,220194,"TtM40",10,71.45396,0.01868377,1,10.4602488216905,FALSE,FALSE
"scf_8254637",226025,220194,"TtM47",44,305.4789,0.002512996,1,45.2789583709487,FALSE,TRUE
"scf_8254638",979536,974653,"TtM47",64,448.351,0.0005686366,2,64.3572351222548,FALSE,TRUE
"scf_8254638",979536,974653,"TtM51",37,49.29505,0.0005563859,2,37.2060704953135,FALSE,TRUE
"scf_8254638",979536,974653,"TtM40",13,91.46309,0.01731024,2,13.2952742340695,FALSE,FALSE
"scf_8254638",979536,974653,"TtM28",52,540.7843,0.001944798,2,52.3623535853759,FALSE,FALSE
"scf_8254638",979536,974653,"TtM531",63,912.2036,0.003169868,2,63.5169696643153,FALSE,FALSE
"scf_8254638",979536,974653,"TtM44",119,5328.747,0.009116561,2,120.696525832488,FALSE,FALSE
"scf_8254638",979536,974653,"TtM19",55,93.38398,0.0007238121,2,55.3155874408665,FALSE,FALSE
"scf_8254638",979536,974653,"TtM20",35,55.95691,0.0008412146,2,35.2049645160986,FALSE,FALSE
"scf_8254638",979536,974653,"TtM50",121,2819.684,0.001128085,2,121.743545636267,FALSE,FALSE
"scf_8254638",979536,974653,"TtM0",35,901.8706,0.004767563,2,35.343853634822,FALSE,FALSE
"scf_8254638",979536,974653,"TtM25",34,50.00502,0.0007187076,2,34.1949157436114,FALSE,FALSE
"scf_8254638",979536,974653,"TtM29",29,41.57725,0.002312319,2,29.2128390597361,FALSE,FALSE
"scf_8254639",59015,55580,"TtM40",9,93.4306,0.07669812,0,10.3500550230497,FALSE,FALSE
"scf_8254639",59015,55580,"TtM50",73,2460.82,0.02322537,0,79.3546459062381,FALSE,FALSE
"scf_8254639",59015,55580,"TtM44",105,9760.997,0.1349826,0,128.886765411109,FALSE,FALSE
"scf_8254639",59015,55580,"TtM20",29,106.5235,0.0193318,0,31.3992861155136,FALSE,FALSE
"scf_8254639",59015,55580,"TtM0",28,993.6395,0.02540168,0,30.5053661383499,FALSE,FALSE
"scf_8254639",59015,55580,"TtM28",31,384.716,0.02716994,0,33.8351870106848,FALSE,FALSE
"scf_8254639",59015,55580,"TtM531",45,898.0587,0.02737397,0,49.1258971389302,FALSE,FALSE
"scf_8254639",59015,55580,"TtM29",26,77.76921,0.0172745,0,28.0921508354984,FALSE,FALSE
"scf_8254639",59015,55580,"TtM19",44,161.6948,0.01683244,0,47.5191873678796,FALSE,FALSE
"scf_8254639",59015,55580,"TtM51",35,102.1334,0.01224178,0,37.623679038354,FALSE,TRUE
"scf_8254639",59015,55580,"TtM47",41,367.7603,0.01264983,0,44.091667171502,FALSE,TRUE
"scf_8254639",59015,55580,"TtM25",26,72.78258,0.01877072,0,28.1349869379057,FALSE,FALSE
"scf_8254641",3658,1300,"TtM25",12,123.2969,0.2467678,0,44.8283462206659,FALSE,FALSE
"scf_8254641",3658,1300,"TtM19",17,333.9197,0.2419899,0,63.1065267011411,FALSE,FALSE
"scf_8254641",3658,1300,"TtM28",3,79.22138,0.3507589,0,13.0021627736421,FALSE,FALSE
"scf_8254641",3658,1300,"TtM47",10,662.2795,0.2358066,0,36.8211260898897,FALSE,TRUE
"scf_8254641",3658,1300,"TtM40",0,9.084728,0.5191119,0,0,FALSE,FALSE
"scf_8254641",3658,1300,"TtM0",2,133.2233,0.470489,0,10.6280932930427,FALSE,FALSE
"scf_8254641",3658,1300,"TtM51",15,323.2474,0.2124789,0,53.5956335743795,FALSE,TRUE
"scf_8254641",3658,1300,"TtM20",7,61.38075,0.2456436,0,26.1108980806991,FALSE,FALSE
"scf_8254641",3658,1300,"TtM50",9,439.5797,0.3344576,0,38.0510924392126,FALSE,FALSE
"scf_8254641",3658,1300,"TtM44",7,457.2221,0.3622822,0,30.8865819284377,FALSE,FALSE
"scf_8254641",3658,1300,"TtM531",4,231.9229,0.3878583,0,18.3868941053756,FALSE,FALSE
"scf_8254641",3658,1300,"TtM29",10,123.3761,0.2001124,0,35.1780194348075,FALSE,FALSE
"scf_8254642",29839,28003,"TtM44",63,8475.419,0.1440869,0,78.4315106758785,FALSE,FALSE
"scf_8254642",29839,28003,"TtM51",35,219.5108,0.01274421,0,37.7761817264052,FALSE,TRUE
"scf_8254642",29839,28003,"TtM47",41,477.0697,0.01314772,0,44.2701926537262,FALSE,TRUE
"scf_8254642",29839,28003,"TtM50",95,5517.636,0.0151989,0,102.790927388605,FALSE,FALSE
"scf_8254642",29839,28003,"TtM0",28,1325.295,0.03305424,0,30.8557155334013,FALSE,FALSE
"scf_8254642",29839,28003,"TtM19",44,413.8417,0.02078079,0,47.8798141304954,FALSE,FALSE
"scf_8254642",29839,28003,"TtM531",48,1568.446,0.03470191,0,52.9857998404059,FALSE,FALSE
"scf_8254642",29839,28003,"TtM20",30,186.2965,0.02444601,0,32.7679784431165,FALSE,FALSE
"scf_8254642",29839,28003,"TtM25",28,160.2332,0.02010828,0,30.448061451921,FALSE,FALSE
"scf_8254642",29839,28003,"TtM29",27,161.8838,0.0210498,0,29.3888687115797,FALSE,FALSE
"scf_8254642",29839,28003,"TtM40",12,177.9184,0.04576482,0,13.4000224617232,FALSE,FALSE
"scf_8254642",29839,28003,"TtM28",35,771.4095,0.02821211,0,38.377463351067,FALSE,FALSE
"scf_8254643",8282,4238,"TtM0",5,150.8497,0.3802277,0,15.765658536369,FALSE,FALSE
"scf_8254643",8282,4238,"TtM28",12,247.5738,0.3802277,0,37.8375804872856,FALSE,FALSE
"scf_8254643",8282,4238,"TtM19",30,473.1474,0.309948,0,84.9598446386653,FALSE,FALSE
"scf_8254643",8282,4238,"TtM29",18,168.1344,0.299802,0,50.2372563582875,FALSE,FALSE
"scf_8254643",8282,4238,"TtM40",2,34.08826,0.4215541,0,6.75680712896404,FALSE,FALSE
"scf_8254643",8282,4238,"TtM25",16,170.1717,0.3244246,0,46.2828857396527,FALSE,FALSE
"scf_8254643",8282,4238,"TtM44",26,1320.023,0.3797327,0,81.9159996842011,FALSE,FALSE
"scf_8254643",8282,4238,"TtM20",19,210.8053,0.3640188,0,58.3826221875429,FALSE,FALSE
"scf_8254643",8282,4238,"TtM50",28,1469.48,0.373175,0,87.2943219108368,FALSE,FALSE
"scf_8254643",8282,4238,"TtM531",17,519.1888,0.3835684,0,53.893737337833,FALSE,FALSE
"scf_8254643",8282,4238,"TtM47",10,307.3911,0.2887899,0,27.4774457002229,FALSE,TRUE
"scf_8254643",8282,4238,"TtM51",25,307.5322,0.3346944,0,73.4333098361118,FALSE,TRUE
"scf_8254644",359106,356295,"TtM47",45,286.9697,0.0003675795,2,45.3717065476694,FALSE,TRUE
"scf_8254644",359106,356295,"TtM51",36,52.65854,0,2,36.28402307077,FALSE,TRUE
"scf_8254644",359106,356295,"TtM50",104,2652.089,0.0004121346,2,104.863729064368,FALSE,FALSE
"scf_8254644",359106,356295,"TtM44",111,6159.399,0.04256125,2,116.848976293826,FALSE,FALSE
"scf_8254644",359106,356295,"TtM25",27,43.46205,0.005611157,2,27.3665754545051,FALSE,FALSE
"scf_8254644",359106,356295,"TtM19",47,94.56855,0.005341041,2,47.6251759151447,FALSE,FALSE
"scf_8254644",359106,356295,"TtM29",28,47.73757,0.005524831,2,28.3776887674318,FALSE,FALSE
"scf_8254644",359106,356295,"TtM0",31,875.755,0.005302056,2,31.4111189336609,FALSE,FALSE
"scf_8254644",359106,356295,"TtM40",14,132.5057,0.01519329,2,14.3281450797696,FALSE,FALSE
"scf_8254644",359106,356295,"TtM531",56,938.5511,0.003099363,2,56.6172912031575,FALSE,FALSE
"scf_8254644",359106,356295,"TtM20",31,74.94645,0.005491415,2,31.4170997549025,FALSE,FALSE
"scf_8254644",359106,356295,"TtM28",38,377.3508,0.004664361,2,38.4792833990517,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM47",44,293.2686,0.00133022,2,44.4498417677178,FALSE,TRUE
"scf_8254645",1078769,1069274,"TtM25",28,41.86339,0.004231675,2,28.3686830371924,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM51",36,50.95676,0.0004403167,2,36.3356740488907,FALSE,TRUE
"scf_8254645",1078769,1069274,"TtM44",105,4914.473,0.006563963,2,106.632315537798,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM19",48,83.59241,0.004176983,2,48.6293571244112,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM28",41,409.8161,0.003850685,2,41.5239698566689,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM531",56,889.035,0.005691673,2,56.8206766921725,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM29",29,44.47364,0.004222405,2,29.3815767638365,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM40",14,132.4639,0.01276918,2,14.3070067395186,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM50",108,2768.528,0.001661153,2,109.140323309891,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM20",32,52.40082,0.00430398,2,32.4237064014789,FALSE,FALSE
"scf_8254645",1078769,1069274,"TtM0",31,913.3375,0.005027953,2,31.4333208205206,FALSE,FALSE
"scf_8254646",232128,225122,"TtM25",26,50.15468,0.007106222,0,27.0010187198925,FALSE,FALSE
"scf_8254646",232128,225122,"TtM40",8,61.36767,0.04571986,0,8.64417782671168,FALSE,FALSE
"scf_8254646",232128,225122,"TtM28",28,303.2214,0.01081044,0,29.1869086177048,FALSE,FALSE
"scf_8254646",232128,225122,"TtM29",26,50.31468,0.00699829,0,26.9980839072702,FALSE,FALSE
"scf_8254646",232128,225122,"TtM531",42,696.1348,0.009480719,0,43.7215900494535,FALSE,FALSE
"scf_8254646",232128,225122,"TtM19",44,101.5315,0.006674495,0,45.6741717777862,FALSE,FALSE
"scf_8254646",232128,225122,"TtM51",37,61.39137,0.0005785138,0,38.1735573530232,FALSE,TRUE
"scf_8254646",232128,225122,"TtM44",61,4267.288,0.1717625,0,75.9424381331168,FALSE,FALSE
"scf_8254646",232128,225122,"TtM50",71,1820.022,0.00788333,0,73.7913053477889,FALSE,FALSE
"scf_8254646",232128,225122,"TtM20",30,59.98621,0.006933531,0,31.1496038438616,FALSE,FALSE
"scf_8254646",232128,225122,"TtM0",22,697.0497,0.009333932,0,22.8983919062757,FALSE,FALSE
"scf_8254646",232128,225122,"TtM47",36,288.0513,0.002849396,0,37.2264253474463,FALSE,TRUE
"scf_8254647",45251,39989,"TtM47",29,294.0753,0.04639986,0,34.4127459962778,FALSE,TRUE
"scf_8254647",45251,39989,"TtM44",54,1259.735,0.05844832,0,64.8988848438623,FALSE,FALSE
"scf_8254647",45251,39989,"TtM19",42,182.1794,0.04405218,0,49.7167510884126,FALSE,FALSE
"scf_8254647",45251,39989,"TtM28",22,173.9894,0.06356448,0,26.5847413566996,FALSE,FALSE
"scf_8254647",45251,39989,"TtM51",36,121.0875,0.04041992,0,42.4530516548899,FALSE,TRUE
"scf_8254647",45251,39989,"TtM0",14,195.5011,0.06278931,0,16.9035701105979,FALSE,FALSE
"scf_8254647",45251,39989,"TtM50",53,892.0943,0.05696441,0,63.5968233910068,FALSE,FALSE
"scf_8254647",45251,39989,"TtM29",26,74.17029,0.04247968,0,30.7264924061678,FALSE,FALSE
"scf_8254647",45251,39989,"TtM531",33,357.5408,0.05809395,0,39.6455083228734,FALSE,FALSE
"scf_8254647",45251,39989,"TtM40",5,25.33649,0.1076831,0,6.34071923439534,FALSE,FALSE
"scf_8254647",45251,39989,"TtM20",27,89.64087,0.04611194,0,32.0297824332056,FALSE,FALSE
"scf_8254647",45251,39989,"TtM25",25,73.29182,0.0496999,0,29.7691799201433,FALSE,FALSE
"scf_8254648",202485,195619,"TtM0",22,921.1392,0.01634956,1,23.1506778790531,TRUE,FALSE
"scf_8254648",202485,195619,"TtM19",91,681.9193,0.03744959,1,97.8587650784877,TRUE,FALSE
"scf_8254648",202485,195619,"TtM20",60,361.158,0.03789989,1,64.5524615993789,TRUE,FALSE
"scf_8254648",202485,195619,"TtM44",152,22609.31,0.05159215,1,165.893843765652,TRUE,FALSE
"scf_8254648",202485,195619,"TtM25",52,241.0511,0.03835515,1,55.9719523114957,TRUE,FALSE
"scf_8254648",202485,195619,"TtM51",35,74.41477,0.005220576,1,36.4185853961005,TRUE,TRUE
"scf_8254648",202485,195619,"TtM47",36,359.186,0.01174753,1,37.7065166792044,TRUE,TRUE
"scf_8254648",202485,195619,"TtM29",54,278.8587,0.03808793,1,58.1085726109871,TRUE,FALSE
"scf_8254648",202485,195619,"TtM531",79,3548.592,0.04379345,1,85.5179337218359,TRUE,FALSE
"scf_8254648",202485,195619,"TtM40",19,425.1986,0.03028923,1,20.2811792651867,TRUE,FALSE
"scf_8254648",202485,195619,"TtM50",141,11005.87,0.00788777,1,147.109300782436,TRUE,FALSE
"scf_8254648",202485,195619,"TtM28",55,1547.186,0.02223322,1,58.2249646537103,TRUE,FALSE
"scf_8254649",819503,811927,"TtM25",28,48.6193,0.01067842,2,28.5663079010245,FALSE,FALSE
"scf_8254649",819503,811927,"TtM47",45,287.8276,0.001104328,2,45.4701038743485,FALSE,TRUE
"scf_8254649",819503,811927,"TtM29",29,50.20524,0.01059057,2,29.5839061848539,FALSE,FALSE
"scf_8254649",819503,811927,"TtM51",36,57.45941,0.0004588147,2,36.3525910755503,FALSE,TRUE
"scf_8254649",819503,811927,"TtM50",112,2610.916,0.0009383736,2,113.151237603807,FALSE,FALSE
"scf_8254649",819503,811927,"TtM531",61,957.8863,0.002330681,2,61.7130175328411,FALSE,FALSE
"scf_8254649",819503,811927,"TtM0",32,812.0608,0.004503949,2,32.4447177740687,FALSE,FALSE
"scf_8254649",819503,811927,"TtM44",109,5094.23,0.01709573,2,111.930602158506,FALSE,FALSE
"scf_8254649",819503,811927,"TtM20",32,62.29285,0.0107553,2,32.6497462355824,FALSE,FALSE
"scf_8254649",819503,811927,"TtM28",42,409.1068,0.005370328,2,42.620784895619,FALSE,FALSE
